560478,246,149,686
560491,336,153,708
560504,392,164,609
560518,436,187,544
560531,577,223,362
560543,661,236,265
560557,831,272,57
560570,974,292,-112
560583,1031,303,-168
560596,1083,308,-222
560609,1067,307,-190
560622,1051,298,-136
560635,1028,283,1
560649,1084,219,126
560663,1143,243,128
560677,1197,287,7
560690,1187,315,-56
560703,1172,342,-62
560716,1104,355,-51
560729,1063,330,2
560742,1062,319,40
560756,1020,252,101
560768,968,262,123
560782,958,311,143
560795,1017,349,230
560807,1023,356,289
560821,957,282,294
560834,815,212,239
560847,778,197,294
560860,736,259,398
560873,626,273,546
560887,504,236,673
560900,301,169,981
560912,256,147,1110
560926,297,161,1169
560939,386,232,1008
560952,405,255,930
560965,308,256,921
560978,57,193,1180
560991,-54,176,1350
561005,-183,171,1533
561018,-154,178,1389
561031,-66,228,1179
561044,133,317,799
561057,167,338,681
561070,91,315,618
561083,-68,246,668
561096,-120,233,697
561109,-50,172,718
561123,176,214,630
561136,295,239,621
561149,447,227,524
561162,534,223,407
561176,525,224,364
561189,294,194,368
561201,132,160,425
561214,-92,67,577
561228,-63,0,594
561240,91,21,574
561254,536,101,509
561267,604,115,503
561280,572,121,465
561293,441,67,422
561307,545,10,469
561320,724,56,472
561333,1095,123,535
561346,1244,173,633
561359,1325,254,830
561372,984,196,865
561385,807,111,902
561398,886,-38,979
561411,1338,54,1005
561425,1548,87,1103
561438,1850,165,1302
561451,1864,181,1402
561464,1783,144,1383
561478,1550,62,1304
561490,1430,22,1273
561503,1256,33,1280
561516,1120,89,1267
561529,1062,107,1212
561543,882,109,1057
561556,699,106,929
561569,631,113,891
561582,543,117,830
561595,456,101,802
561609,416,73,811
561622,343,38,829
561634,331,35,832
561647,480,142,756
561661,484,181,599
561674,429,169,512
561688,337,150,366
561701,273,136,131
561714,233,136,8
561727,283,168,-41
561740,406,215,4
561754,452,192,39
561767,610,116,285
561780,821,102,481
561793,899,115,487
561807,935,174,383
561819,948,191,326
561832,964,229,181
561846,984,249,7
561858,1012,242,-33
561872,1099,222,0
561885,1185,223,85
561898,1205,220,94
561911,1235,214,135
561923,1208,215,121
561937,1103,197,20
561950,1050,171,-65
561963,1073,154,-97
561976,1171,156,-159
561989,1260,158,-235
562002,1264,140,-279
562016,1289,105,-304
562029,1223,125,-285
562042,1117,53,-187
562055,547,-196,699
562068,311,-240,1033
562081,-90,-312,1658
562094,-134,-259,1873
562107,-28,-159,1874
562120,135,29,1759
562134,93,82,1700
562147,115,112,1677
562160,206,166,1598
562173,328,198,1334
562186,350,222,1217
562200,353,205,970
562212,377,244,874
562225,390,277,761
562238,370,256,619
562252,383,274,561
562265,429,319,550
562278,543,278,622
562291,637,305,653
562305,780,339,726
562317,786,316,729
562331,749,311,723
562344,629,259,715
562356,575,236,716
562370,541,275,658
562383,563,313,650
562396,575,319,668
562409,603,311,718
