558363,322,367,489
558376,487,429,574
558389,633,498,591
558402,612,422,593
558415,591,354,457
558429,612,311,348
558442,817,335,276
558455,952,379,213
558468,1155,434,125
558481,1243,454,111
558494,1341,468,96
558507,1270,394,39
558520,1236,379,36
558533,1188,356,56
558547,1102,354,22
558560,1060,351,4
558573,1061,365,124
558586,1069,359,307
558601,1060,352,337
558614,1083,365,308
558627,1004,353,226
558640,896,348,167
558653,726,346,133
558667,622,340,303
558680,611,325,401
558693,635,327,550
558706,661,315,626
558719,654,315,715
558732,523,236,722
558745,445,216,717
558758,381,327,737
558771,432,366,859
558785,457,379,901
558798,517,394,872
558811,582,382,838
558824,570,382,756
558837,464,362,741
558850,335,332,768
558863,98,317,855
558876,1,328,855
558889,-1,335,845
558903,20,337,829
558916,203,387,1007
558929,312,419,1054
558942,397,437,1057
558955,235,333,978
558968,109,318,886
558982,-67,287,801
558994,-101,268,825
559007,-40,268,819
559020,259,337,781
559034,451,378,780
559047,723,442,695
559060,770,443,495
559073,748,442,400
559087,705,411,394
559098,648,383,441
559112,563,324,619
559125,532,312,749
559138,513,306,777
559151,423,300,697
559165,244,269,555
559178,150,253,522
559191,191,229,564
559204,427,297,617
559218,508,311,635
559231,477,295,605
559243,405,271,582
559257,221,202,564
559270,22,124,491
559283,10,100,479
559296,175,119,428
559309,371,151,518
559322,380,132,570
559336,257,48,569
559349,288,-12,609
559362,395,-5,588
559375,662,125,466
559387,799,184,441
559401,972,238,484
559414,851,197,569
559427,684,154,586
559440,464,-25,781
559453,737,-67,872
559467,1057,22,864
559480,1650,189,842
559493,1898,298,925
559506,1903,310,998
559520,1611,258,1019
559532,1407,189,1027
559545,1003,84,1043
559559,693,15,1052
559571,603,-29,1072
559585,670,-28,1036
559598,856,34,878
559611,899,50,800
559624,928,62,720
559639,784,61,604
559652,695,46,607
559665,502,0,558
559678,457,-10,544
559691,477,-3,566
559705,545,9,624
559718,662,35,735
559731,716,31,757
559744,777,42,771
559757,757,46,764
559770,641,3,727
559783,579,-45,719
559796,564,-46,764
559809,550,-23,862
559823,558,-15,855
559836,559,-11,805
559849,565,6,723
559862,604,44,672
559875,629,47,650
559889,633,63,611
