145975,283,451,813
145988,283,448,806
146001,295,456,814
146014,294,449,834
146028,279,455,823
146041,262,455,814
146054,230,455,780
146066,228,456,797
146080,226,450,845
146093,279,453,847
146106,319,464,825
146119,312,446,811
146132,224,444,802
146145,212,444,787
146159,235,454,783
146172,250,456,815
146185,246,452,819
146198,284,457,799
146211,311,467,786
146224,311,468,787
146237,292,471,772
146250,276,468,779
146263,261,471,788
146277,262,474,805
146290,288,481,811
146303,322,499,842
146316,322,516,866
146330,296,519,874
146343,205,524,857
146355,173,538,838
146368,120,533,908
146382,36,498,949
146395,-1,483,971
146408,-68,467,978
146421,-130,457,994
146434,-177,452,974
146447,-199,440,864
146461,-203,441,711
146474,-217,421,666
146487,-305,382,599
146500,-335,370,577
146513,-384,315,483
146526,-152,319,451
146539,-16,328,488
146552,188,333,620
146565,128,295,558
146579,36,254,493
146592,-91,154,368
146605,147,141,386
146618,280,147,461
146632,449,147,640
146644,478,145,708
146657,381,90,610
146671,266,9,338
146683,330,-9,290
146697,510,-19,432
146710,657,12,608
146723,674,25,708
146736,523,-51,705
146750,555,-70,582
146763,703,-66,559
146776,953,-17,567
146788,983,-22,660
146802,943,-34,858
146815,790,-132,943
146828,850,-125,938
146841,1082,-87,945
146854,1208,-62,1016
146867,1220,-56,1059
146881,1124,-92,1058
146894,1060,-114,899
146907,1092,-125,889
146921,1174,-98,901
146933,1207,-103,1006
146946,1211,-55,1118
146959,1141,-47,1233
146973,1085,-36,1208
146986,897,-34,1233
146999,782,-34,1223
147012,775,-2,1252
147026,837,33,1368
147039,782,41,1402
147052,699,14,1406
147065,431,-24,1480
147079,161,-61,1634
147092,74,-67,1681
147105,-23,-62,1652
147117,-80,-81,1631
147131,-299,-118,1598
147144,-517,-157,1736
147157,-541,-163,1810
147170,-594,-134,1724
147183,-649,-123,1472
147196,-693,-121,1370
147210,-714,-111,1273
147223,-576,-41,1149
147236,-536,-12,1077
147249,-441,54,933
147262,-331,87,900
147275,-202,139,796
147288,-223,162,684
147301,-230,158,625
147314,-308,111,504
147328,-261,83,439
147341,-219,83,429
147354,-210,55,413
147367,-127,57,286
147381,-105,47,272
147394,87,56,220
147406,197,77,196
147419,386,101,279
147433,622,141,378
147446,722,180,365
147459,910,233,331
147472,1048,260,388
147485,1102,291,473
147498,1162,354,706
147512,1095,417,853
147525,1048,443,868
147538,909,428,777
147551,822,423,695
147564,639,410,650
147577,498,412,686
147590,424,398,721
147603,381,397,720
147616,370,392,723
147629,358,386,745
147642,361,387,791
147654,387,391,801
147667,413,402,799
147681,399,389,794
147694,391,381,793
147707,345,378,752
147720,394,374,730
147734,411,380,753
147747,420,398,797
147759,421,391,791
147772,477,417,762
147786,431,420,724
