140601,301,406,825
140615,325,414,838
140627,325,416,841
140640,313,417,837
140653,264,417,820
140666,250,424,832
140680,234,416,832
140693,245,415,826
140706,232,420,824
140719,232,424,836
140733,243,430,851
140746,244,434,863
140759,207,434,853
140771,176,423,846
140785,178,422,863
140799,184,427,867
140812,183,426,866
140825,154,411,820
140838,116,402,775
140851,83,398,752
140864,26,390,718
140877,45,382,703
140891,76,378,694
140904,103,385,674
140917,139,384,664
140930,142,387,649
140944,91,374,620
140956,45,353,608
140969,70,334,627
140982,186,336,703
140995,216,338,742
141008,242,327,787
141022,193,333,724
141035,126,314,699
141048,9,265,629
141061,75,263,592
141075,166,275,652
141088,244,265,793
141100,220,243,815
141114,72,194,746
141127,-98,92,594
141140,-90,69,525
141153,175,64,558
141166,387,64,695
141179,419,41,773
141193,340,-20,695
141206,226,-119,489
141219,311,-122,441
141232,595,-114,568
141245,728,-103,659
141258,860,-117,749
141271,894,-148,777
141284,931,-160,809
141297,1060,-154,946
141311,1108,-154,1004
141324,1124,-147,1015
141337,1198,-159,1042
141350,1239,-163,1144
141364,1254,-155,1178
141377,1228,-159,1227
141389,1178,-148,1220
141402,1012,-147,1220
141416,932,-115,1312
141429,931,-113,1323
141442,840,-85,1182
141455,715,-93,1062
141468,664,-90,1031
141481,575,-89,1039
141495,525,-57,1209
141508,526,-55,1305
141521,487,-6,1386
141534,478,2,1402
141547,436,-13,1412
141560,339,-41,1379
141573,312,-50,1398
141586,126,-40,1413
141599,-79,-52,1443
141613,-171,-71,1475
141626,-161,-66,1524
141639,-174,-57,1476
141652,-242,-64,1452
141666,-431,-72,1368
141678,-467,-68,1315
141691,-443,-18,1239
141704,-354,3,1219
141717,-369,32,1176
141731,-531,22,1048
141744,-473,71,844
141757,-416,103,760
141770,-384,161,650
141784,-289,170,604
141797,-228,191,530
141811,-285,177,403
141825,-418,149,355
141838,-438,137,346
141851,-328,112,343
141864,-214,141,220
141877,-161,139,214
141891,-60,150,208
141904,155,168,276
141917,267,182,321
141930,426,214,439
141942,473,234,468
141956,497,236,464
141969,688,301,515
141982,815,314,640
141995,950,365,768
142008,826,423,738
142022,736,417,683
142035,621,414,605
142048,703,432,763
142061,752,441,889
142074,785,470,973
142087,753,464,954
142100,650,450,867
142113,524,414,860
142126,479,409,848
142139,410,389,845
142153,351,378,815
142166,328,376,804
142179,324,405,785
