179141,443,390,808
179154,466,416,794
179166,463,418,816
179180,409,400,840
179193,367,390,787
179206,367,395,759
179219,358,399,771
179233,301,370,801
179246,266,361,770
179259,248,370,671
179272,245,352,668
179285,249,337,678
179298,286,358,658
179311,312,366,674
179324,327,374,697
179337,340,391,700
179350,358,394,699
179364,406,403,694
179377,441,407,753
179390,455,401,794
179403,490,415,815
179416,493,422,805
179429,451,409,794
179442,399,391,762
179455,417,394,787
179468,429,410,831
179481,381,396,803
179495,350,400,773
179508,323,385,781
179521,319,386,802
179534,324,389,805
179548,361,387,813
179560,387,392,810
179573,388,393,795
179587,358,376,773
179599,366,389,762
179613,388,399,770
179626,373,393,767
179639,373,400,768
179652,387,400,773
179666,391,400,753
179679,399,407,735
179692,397,409,722
179704,387,400,727
179718,393,388,762
179731,432,412,801
179744,436,411,820
179757,438,401,807
179770,432,415,769
179783,412,406,771
179797,368,385,783
179810,374,390,795
179823,386,409,796
179836,382,405,800
179849,378,409,812
179862,396,410,805
179875,396,415,792
179889,403,423,775
179902,418,436,735
179915,405,440,721
179928,393,440,753
179941,369,424,832
179955,322,402,859
179968,328,396,855
179981,269,384,813
179994,255,405,794
180008,271,428,787
180021,266,428,823
180033,239,409,850
180047,165,359,880
180060,100,334,848
180073,65,318,818
180086,24,285,804
180099,-45,256,755
180112,-82,245,705
180126,-158,204,615
180139,-208,157,532
180152,-176,150,494
180165,-60,148,446
180178,-7,138,433
180191,113,125,419
180204,160,80,406
180217,147,44,372
180230,166,-53,287
180243,281,-116,266
180257,382,-143,299
180270,762,-153,411
180283,1005,-117,548
180296,1086,-96,579
180310,1185,-81,502
180322,1181,-91,430
180335,1203,-96,377
180349,1294,-114,480
180361,1329,-123,526
180375,1425,-97,615
180388,1602,0,793
180401,1715,62,873
180414,1903,139,982
180428,1877,131,988
180441,1777,93,983
180454,1424,-55,987
180467,1254,-104,1055
180480,1023,-96,1109
180493,974,-77,1160
180506,989,-33,1204
180519,941,2,1333
180532,804,-19,1454
180545,702,-29,1471
180559,522,-7,1377
180572,450,-36,1317
180585,391,-65,1365
180598,233,-145,1608
180610,113,-187,1722
180624,-147,-260,1869
180637,-265,-321,1852
180650,-297,-342,1800
180663,-440,-366,1703
180677,-583,-340,1448
180690,-558,-305,1378
180703,-411,-200,1246
180715,-336,-146,1159
180729,-299,-62,1011
180742,-273,-37,961
180755,-252,-16,916
180768,-233,0,787
180781,-277,-11,558
180794,-275,-17,454
180807,-238,-13,297
180821,-202,4,330
180834,-199,-14,387
180847,-125,-27,373
180860,-25,-2,336
180873,211,42,268
180886,525,129,285
180900,681,163,279
180913,902,222,291
180927,979,295,237
180939,984,323,234
180952,1011,360,298
180966,1078,385,408
180979,1108,403,464
180992,1098,452,569
181005,992,476,580
181018,938,481,565
181032,839,477,531
181044,791,462,551
181057,678,419,656
181071,515,367,766
181083,423,335,785
181097,277,284,765
181110,347,325,795
