3110937	8	139	976
3110951	13	147	922
3110964	-25	137	872
3110977	-34	130	880
3110990	-46	122	908
3111003	-26	128	971
3111016	-7	128	992
3111030	22	129	1026
3111043	50	143	1060
3111056	57	149	1064
3111069	14	143	974
3111081	4	142	936
3111095	19	150	924
3111108	57	149	957
3111121	76	148	957
3111134	62	147	932
3111147	6	120	947
3111161	-12	114	958
3111174	-19	110	981
3111186	-10	114	975
3111199	39	134	955
3111212	67	161	903
3111225	61	157	883
3111239	25	158	874
3111252	-22	149	927
3111265	-42	134	953
3111278	-55	124	975
3111291	-41	136	957
3111304	-9	140	913
3111317	14	148	895
3111330	16	148	906
3111343	-10	132	944
3111356	-1	138	934
3111370	12	149	909
3111383	38	162	886
3111395	45	163	893
3111408	57	165	925
3111421	53	166	980
3111434	46	161	991
3111447	24	163	963
3111461	3	147	948
3111474	-4	146	956
3111487	-8	141	1000
3111499	-3	142	1002
3111513	7	154	957
3111526	33	161	943
3111539	28	164	941
3111552	-5	150	969
3111565	-22	139	997
3111578	-21	139	988
3111591	-24	146	945
3111604	-23	150	922
3111617	-9	153	906
3111630	22	159	943
3111643	40	164	950
3111656	63	173	960
3111670	59	163	916
3111683	55	165	905
3111696	66	161	894
3111708	83	166	906
3111722	96	165	949
3111735	83	168	943
3111748	73	164	927
3111761	57	160	894
3111774	55	154	925
3111787	71	155	926
3111800	89	169	935
3111814	82	169	946
3111828	93	162	946
3111841	187	193	989
3111854	288	248	1033
3111867	311	260	1031
3111880	330	281	1013
3111893	339	285	1006
3111906	408	313	1092
3111919	456	322	1204
3111932	473	334	1250
3111945	465	321	1313
3111959	475	315	1314
3111972	470	313	1312
3111985	409	291	1366
3111998	252	211	1488
3112011	142	171	1534
3112024	-39	170	1535
3112037	-87	148	1566
3112050	-229	65	1630
3112063	-459	-29	1520
3112076	-589	-77	1443
3112090	-854	-158	1349
3112103	-1042	-175	1277
3112116	-1103	-184	1236
3112129	-1129	-190	1069
3112142	-1118	-168	950
3112155	-1039	-147	838
3112168	-998	-114	700
3112181	-986	-115	628
3112194	-927	-90	447
3112207	-907	-97	281
3112221	-902	-98	237
3112234	-886	-94	159
3112246	-871	-103	103
3112260	-792	-80	24
3112273	-637	-59	58
3112285	-534	-58	85
3112299	-278	-1	73
3112312	-85	43	39
3112325	-36	64	35
3112338	9	69	69
3112351	60	69	82
3112365	111	76	102
3112378	287	80	190
3112390	403	98	231
3112403	622	187	304
3112416	623	297	321
3112430	577	282	306
3112443	644	218	433
3112456	895	305	588
3112469	1027	356	612
3112483	1071	402	546
3112495	1040	382	525
3112508	1015	334	642
3112521	1027	316	912
3112534	1060	306	1056
3112547	1068	297	1285
3112561	1012	273	1381
3112574	989	257	1418
3112587	951	282	1404
3112599	896	279	1414
3112613	689	192	1417
3112626	444	119	1431
3112639	324	86	1452
3112652	-13	25	1449
3112665	-331	-29	1446
3112678	-471	-55	1434
3112692	-641	-67	1372
3112704	-662	-42	1348
3112717	-670	7	1309
3112730	-655	47	1246
3112743	-678	58	1168
3112756	-730	53	1042
3112770	-650	92	891
3112783	-560	123	843
3112796	-283	177	902
3112809	-44	214	1048
3112823	25	209	1067
3112837	83	204	1010
3112850	16	175	941
3112863	-18	151	937
3112876	-26	126	984
3112888	-3	134	1003
3112902	78	158	1045
3112915	107	187	997
3112928	89	184	981
3112941	16	150	980
3112954	-64	125	959
3112967	-97	114	939
3112981	-155	110	926
3112993	-171	116	901
