53645,539,157,898
53745,480,171,873
53845,262,109,884
53946,238,117,893
54046,227,115,875
54146,178,84,911
54246,219,94,911
54347,279,99,915
54446,422,156,861
54547,335,118,846
54646,233,96,808
54747,318,127,837
54847,376,154,959
54947,159,99,922
55047,89,58,891
55147,258,88,959
55247,436,143,946
55347,422,159,796
55448,320,106,870
55548,319,107,951
55648,238,127,889
55749,252,123,901
55849,319,132,934
55949,334,135,903
56049,322,116,893
56150,312,127,860
56250,283,104,929
56350,322,119,912
56451,328,122,882
