71380,352,133,895
71480,433,168,852
71580,377,155,843
71681,304,128,915
71781,233,120,881
71881,280,142,879
71981,256,109,917
72082,261,103,907
72182,341,136,892
72282,355,142,888
72381,351,133,941
72482,278,129,891
72582,200,104,939
72682,149,79,935
72782,314,136,853
72882,413,161,835
72982,404,154,885
73083,266,109,916
73183,233,126,854
73283,273,123,901
73383,352,162,880
73484,385,149,890
73584,392,162,831
73684,330,136,882
73784,275,135,871
73885,286,136,875
73985,314,130,917
74085,349,137,898
