67872,408,152,833
67972,307,94,980
68072,261,118,931
68173,146,86,950
68273,200,89,919
68373,367,141,864
68473,463,154,911
68574,341,142,891
68674,237,109,930
68774,153,87,921
68875,205,94,890
68975,340,137,905
69075,400,145,914
69176,376,154,793
69276,216,88,912
69376,246,111,915
69476,342,135,887
69577,329,146,912
69676,210,96,933
69777,301,125,881
69876,414,143,874
69977,388,145,808
70077,338,124,864
70177,281,126,880
70277,250,123,883
70377,232,108,885
70477,289,126,884
70577,369,155,848
