33008,176,543,624
33108,263,551,717
33208,290,566,760
33307,238,548,734
33408,265,535,794
33507,260,550,755
33608,226,526,765
33708,246,544,723
33808,247,533,754
33908,252,538,741
34008,262,540,695
34108,159,490,742
34208,140,488,740
34309,415,580,786
34409,327,519,743
34509,273,495,710
34609,253,507,791
34710,204,482,837
34810,246,496,739
34910,302,502,774
35011,289,509,776
35111,271,492,797
35211,254,490,747
35312,279,490,751
35411,291,491,755
35512,294,483,792
35611,268,477,776
35712,272,465,741
35811,270,447,790
