40321,415,177,876
40421,427,186,848
40522,445,202,805
40621,414,186,831
40722,431,205,808
40821,429,193,840
40922,439,197,829
41021,410,200,807
41122,449,200,805
41222,423,180,837
41322,421,185,804
41422,447,179,834
41522,428,179,854
41622,383,164,842
41723,396,159,855
41823,413,169,858
41923,398,153,872
42023,370,147,850
42124,355,146,853
42224,366,148,867
42324,370,145,886
42424,382,159,836
42525,371,162,843
42625,366,153,882
42725,384,159,862
42825,367,156,844
42924,376,154,854
