57253,201,105,924
57352,316,143,890
57453,450,152,890
57552,413,154,845
57653,289,107,907
57753,254,121,862
57853,284,134,861
57953,330,140,927
58053,386,148,874
58153,424,160,846
58254,333,141,802
58354,299,114,906
58454,215,93,912
58554,243,109,877
58655,246,112,880
58755,344,135,922
58855,407,139,913
58955,310,109,801
59056,333,110,896
59156,325,123,900
59256,289,111,933
59357,183,78,920
59457,285,116,875
59557,354,127,883
59657,366,118,869
59757,327,100,876
59857,328,117,877
59958,308,112,866
60057,319,109,912
60158,237,91,897
60258,335,135,866
