279574,566,275,615
279587,601,288,601
279600,601,296,605
279613,571,268,621
279626,562,256,644
279639,583,235,757
279653,626,231,840
279666,633,232,884
279679,627,226,956
279692,589,219,1020
279705,556,209,1007
279718,514,201,912
279731,516,215,878
279744,531,235,877
279757,541,243,877
279770,536,245,868
279785,480,223,852
279798,431,205,871
279811,410,197,879
279824,402,194,855
279837,420,230,787
279850,434,239,773
279864,418,235,783
279877,402,225,811
279890,381,206,817
279903,349,191,845
279916,334,192,850
279929,327,185,873
279942,337,197,852
279955,362,210,844
279968,401,233,844
279982,423,235,852
279995,424,242,831
280008,420,250,832
280020,409,243,847
280033,406,214,851
280046,446,244,836
280059,451,246,839
280073,422,221,824
280086,419,207,807
280099,418,223,818
280112,392,228,860
280126,382,226,821
280139,405,232,758
280152,413,235,823
280164,403,219,855
280178,413,220,865
280191,408,233,818
280204,398,223,805
280217,425,237,771
280230,429,238,754
280243,410,234,782
280257,411,240,812
280270,393,240,808
280283,376,238,813
280297,343,238,800
280309,332,224,814
280322,331,210,846
280335,386,228,836
280348,417,236,837
280361,443,256,810
280375,440,250,783
280388,435,249,811
280401,451,241,886
280414,470,240,922
280428,473,244,919
280441,490,255,915
280453,508,257,925
280466,573,268,982
280480,664,286,1039
280493,727,311,1054
280506,850,353,1091
280519,979,353,1188
280532,1045,344,1245
280546,1163,339,1229
280559,1282,343,1076
280572,1270,330,1019
280585,1187,298,865
280598,1160,281,792
280611,1097,259,694
280624,1025,226,669
280637,971,204,624
280650,838,163,476
280663,693,124,351
280677,607,106,288
280690,469,78,141
280703,372,87,20
280716,334,85,3
280730,238,75,-33
280742,177,64,-49
280755,115,43,-82
280769,97,75,-91
280781,56,67,-43
280795,-130,69,170
280808,-396,22,252
280822,-530,0,255
280835,-778,-52,403
280848,-900,-137,630
280861,-873,-173,745
280875,-682,-126,922
280888,-405,-37,1029
280901,-285,1,1043
280914,-135,49,1072
280927,-91,47,1095
280940,-84,49,1127
280953,-143,9,1209
280966,-15,11,1364
280979,247,78,1461
280992,416,116,1404
281006,437,133,1347
281019,341,98,1308
281032,342,39,1397
281045,433,39,1463
281059,624,92,1469
281071,702,129,1403
281084,724,140,1169
281097,549,73,969
281110,484,23,915
281124,428,19,863
281137,549,30,940
281150,677,76,943
281163,885,182,775
281176,873,217,719
281190,791,181,759
281203,684,80,779
281215,742,96,760
281228,976,176,627
281242,1121,216,514
281255,1118,211,430
281268,1084,226,340
281281,1051,183,432
281294,1033,152,480
281308,1054,145,566
281320,1098,116,590
281334,1095,94,568
281347,1049,64,542
281359,1016,45,597
281372,881,-12,756
281386,652,-113,845
281399,571,-135,906
281412,404,-196,1021
281425,294,-177,953
281439,281,-160,994
281452,257,-158,1141
281464,199,-166,1167
281477,37,-218,1193
281491,-103,-250,1314
281504,-152,-252,1340
281517,-199,-241,1355
281530,-174,-222,1250
281543,-126,-192,1167
281556,6,-135,1079
281570,135,-91,949
281583,199,-57,872
281596,246,-45,850
281609,216,-71,859
281622,133,-122,937
281635,112,-148,988
281648,112,-141,930
281661,196,-104,820
281674,336,-64,756
281688,403,-26,749
281701,476,-11,825
281714,501,-22,847
281727,504,-11,858
281741,462,-43,943
281753,429,-68,965
