1001428	-169	404	866
1001440	-164	400	878
1001453	-145	391	880
1001466	-146	398	855
1001480	-137	397	849
1001493	-125	398	858
1001506	-109	416	897
1001519	-100	435	932
1001533	-106	451	1009
1001545	-107	467	1050
1001558	-171	528	1209
1001571	-223	578	1347
1001584	-221	614	1385
1001598	-230	615	1465
1001611	-266	617	1521
1001624	-262	639	1571
1001637	-236	667	1669
1001650	-187	668	1652
1001663	-183	651	1610
1001676	-170	595	1496
1001689	-156	568	1403
1001702	-103	527	1196
1001715	-31	490	1023
1001728	23	515	1023
1001742	228	557	1208
1001755	414	554	1351
1001768	472	540	1355
1001781	515	514	1160
1001794	503	486	1011
1001807	457	425	719
1001820	454	400	512
1001833	456	403	435
1001847	415	394	350
1001861	331	345	343
1001873	312	308	360
1001887	250	239	350
1001900	195	179	289
1001913	160	145	233
1001926	76	90	74
1001939	8	42	-64
1001952	-21	23	-145
1001965	-91	-24	-369
1001978	-116	-47	-426
1001991	-114	-73	-534
1002004	-197	-128	-566
1002017	-282	-174	-551
1002031	-410	-258	-508
1002044	-453	-295	-412
1002057	-459	-297	-336
1002070	-446	-280	-77
1002083	-431	-265	63
1002096	-361	-241	358
1002109	-310	-231	637
1002122	-272	-227	740
1002135	-187	-201	876
1002148	-98	-173	988
1002162	-54	-158	1015
1002175	10	-141	983
1002187	29	-138	948
1002200	46	-151	866
1002214	-16	-169	977
1002226	-73	-179	1084
1002240	-260	-206	1257
1002253	-477	-154	1394
1002266	-543	-166	1502
1002279	-319	-128	1752
1002292	-71	-5	2020
1002306	-43	47	2093
1002319	-153	50	2095
1002331	-195	91	2065
1002344	-180	115	1893
1002358	-5	219	1710
1002371	30	276	1678
1002384	-177	335	1566
1002397	-306	247	1970
1002410	-172	316	2216
1002424	19	398	2719
1002436	41	397	2930
1002449	22	344	3207
1002463	87	340	3306
1002475	91	345	3277
1002488	14	327	3118
1002502	-226	227	2760
1002515	-327	166	2541
1002528	-445	48	2007
1002541	-530	-61	1465
1002554	-549	-86	1250
1002567	-493	-91	918
1002580	-431	-90	811
1002593	-216	-47	653
1002606	59	16	594
1002619	172	29	602
1002633	300	10	632
1002646	355	-13	652
1002659	397	-18	625
1002672	446	-35	480
1002685	458	-41	367
1002698	439	-55	244
1002711	490	-61	288
1002724	553	-47	390
1002737	512	-77	348
1002750	549	-136	456
1002764	545	-153	499
1002777	520	-161	571
1002789	521	-83	531
1002802	461	-116	548
1002816	347	-115	460
1002828	319	-96	390
1002842	335	-52	310
1002856	377	0	224
1002869	345	5	177
1002882	257	30	50
1002895	154	49	-71
1002908	134	88	-150
1002921	63	108	-110
1002935	23	148	55
1002948	1	147	162
1002961	-1	187	286
1002973	5	217	290
1002987	-14	292	298
1003000	-57	357	229
1003013	-52	348	249
1003026	-100	374	186
1003039	-191	388	84
1003053	-222	415	42
1003066	-277	456	116
1003078	-325	469	141
1003092	-393	453	195
1003105	-430	433	266
1003117	-403	445	295
1003131	-365	496	346
1003144	-415	507	453
1003157	-449	480	575
1003170	-544	533	661
1003183	-604	550	692
1003196	-660	556	743
1003209	-737	564	684
1003222	-784	523	698
1003235	-943	458	801
1003248	-982	488	974
1003261	-1004	520	1088
1003275	-953	573	1361
1003288	-849	599	1574
1003301	-831	617	1596
1003314	-823	620	1592
1003326	-850	609	1607
1003340	-930	538	1655
1003353	-952	478	1753
1003366	-893	450	1832
1003379	-595	420	2002
1003392	-165	406	2185
1003406	0	390	2239
1003419	187	354	2235
1003431	216	331	2174
1003444	182	228	2029
1003458	237	156	1908
1003470	298	136	1821
1003484	417	249	1140
1003497	418	191	734
1003510	407	107	745
1003523	397	67	864
1003536	395	68	951
1003549	372	54	1091
1003562	346	67	1091
1003575	322	60	1036
1003588	221	29	876
1003601	92	11	738
1003615	-29	0	655
1003628	-95	-7	589
