735802	-330	829	1242
735815	-349	776	1128
735830	-297	718	961
735842	-248	687	865
735856	-110	654	675
735869	15	646	499
735882	59	641	414
735895	110	639	324
735908	111	620	375
735922	137	600	429
735935	202	557	519
735947	210	534	546
735960	204	524	541
735973	212	536	496
735987	207	524	467
736000	183	486	411
736013	122	464	368
736026	84	466	370
736039	53	478	435
736052	78	475	483
736065	141	471	536
736078	201	503	485
736091	217	516	456
736104	243	522	451
736117	240	525	481
736131	238	551	506
736144	239	639	596
736156	282	685	656
736170	397	771	721
736183	409	816	711
736195	420	838	643
736209	631	841	527
736222	743	723	442
736235	695	670	406
736248	461	607	411
736260	293	568	498
736274	85	456	748
736287	115	334	902
736300	144	256	971
736313	46	77	1044
736326	-40	-46	944
736339	-102	-128	895
736353	-179	-278	846
736365	-163	-309	868
736378	-118	-284	915
736391	-159	-237	1052
736404	-193	-224	1103
736417	-234	-163	1120
736431	-320	-145	1168
736444	-322	-123	1208
736457	-142	-45	1271
736470	-7	31	1287
736483	5	45	1284
736496	-54	16	1226
736509	-78	12	1180
736522	-70	15	1086
736535	-51	26	970
736548	-34	45	909
736561	-21	70	789
736575	-28	66	687
736588	-42	63	657
736601	-51	30	650
736613	-52	8	654
736627	-56	-42	685
736640	-47	-3	688
736653	-36	28	688
736666	-66	22	685
736679	-60	-37	703
736692	-54	-78	710
736706	-45	-128	728
736718	-40	-119	741
736731	22	-27	746
736744	4	-2	727
736757	-27	-3	708
736770	-71	-4	684
736784	-84	-34	726
736797	-49	-30	695
736810	-11	-12	726
736822	17	41	722
736836	3	88	723
736850	55	118	716
736863	74	95	740
736876	107	100	795
736889	86	153	838
736902	46	154	851
736915	-102	398	653
736928	-299	427	630
736941	-365	441	643
736955	-259	422	853
736967	-65	450	1114
736980	-45	446	1241
736994	-187	362	1346
737006	-263	324	1391
737019	-404	181	1344
737033	-409	283	1114
737046	-517	81	1207
737059	-525	119	1621
737072	-429	146	1892
737085	-407	114	1952
737099	-516	81	1914
737111	-538	39	1843
737124	-556	-83	1736
737137	-665	-209	1687
737151	-724	-247	1702
737164	-756	-273	1860
737177	-617	-247	1924
737190	-544	-217	1927
737204	-515	-230	1781
737217	-576	-257	1610
737230	-596	-276	1533
737243	-603	-271	1383
737255	-595	-259	1301
737269	-547	-199	1171
737282	-466	-153	1075
737295	-458	-121	1048
737308	-469	-85	1002
737321	-378	-26	1010
737335	-296	9	995
737348	-180	107	942
737361	-28	177	788
737374	38	207	631
737387	47	304	314
737400	-2	325	282
737413	-148	342	434
737426	-117	401	691
737439	-70	408	827
737453	65	499	946
737466	108	576	899
737479	140	593	836
737492	183	628	628
737505	190	636	543
737518	242	624	384
737531	361	657	148
737544	439	682	35
737557	494	716	-140
737570	443	759	-137
737583	404	759	-28
737597	460	770	214
737609	520	775	276
737622	560	784	178
737635	553	740	79
737648	555	715	59
737661	537	691	91
737675	491	673	164
737688	468	667	182
737701	390	654	234
737714	330	600	387
737727	308	558	457
737740	292	528	539
737752	317	509	575
737766	354	451	615
737779	377	386	589
737792	374	350	572
737805	327	295	665
737818	315	281	774
737831	332	192	951
737844	331	94	865
737857	309	35	741
737871	147	-89	578
737885	-119	-157	663
737897	-265	-216	830
737910	-395	-329	1152
737923	17	-322	1204
737937	234	-311	1115
737950	377	-366	935
737963	429	-201	984
737976	366	-136	1060
737990	36	-80	1332
738002	-148	-67	1440
738015	-312	46	1572
738028	-310	60	1592
738041	-275	45	1528
738055	-192	83	1257
738068	-114	120	1022
738081	-86	128	973
738094	-30	144	957
738107	-6	157	957
738120	42	194	936
738133	83	222	901
738146	103	233	893
738159	170	277	904
738172	161	291	931
738185	156	302	944
738199	119	290	979
738211	108	283	979
738224	114	290	960
738237	73	293	934
738250	23	284	934
738263	-15	279	947
738276	-33	266	986
738290	-5	261	1006
738303	97	274	982
738315	134	279	939
738328	128	316	843
738342	62	321	771
