159424,310,47,898
159524,330,39,900
159624,320,30,933
159725,309,33,910
159824,320,36,885
159925,344,50,894
160024,312,40,902
160125,270,38,974
160225,-175,-113,1142
160325,593,61,904
160425,1124,239,605
160525,1148,174,893
160625,514,17,1032
160725,226,125,831
160826,140,295,546
160926,62,360,325
161026,-216,385,343
161126,280,398,465
161227,376,358,344
161326,172,126,785
161427,590,126,1243
161526,386,-63,1297
161627,349,3,904
161726,316,-23,935
161827,351,-7,923
161927,305,-22,901
