367331	167	88	903
367345	180	91	912
367357	186	94	916
367370	187	87	930
367383	177	86	940
367396	172	82	946
367409	166	81	951
367422	180	80	957
367436	185	79	956
367449	187	76	957
367461	188	75	957
367474	182	69	950
367488	175	69	940
367500	174	72	940
367514	174	70	949
367527	158	75	982
367540	147	89	1004
367553	142	61	1072
367566	152	103	1099
367579	188	102	1177
367592	206	103	1197
367605	224	98	1199
367618	175	99	1159
367631	166	95	1105
367644	171	98	1085
367658	195	102	1041
367670	204	110	1029
367683	222	120	1018
367696	238	144	1052
367709	253	148	1079
367724	286	165	1127
367737	306	192	1165
367749	305	195	1180
367763	313	210	1189
367776	322	216	1162
367789	316	214	1143
367802	302	211	1096
367815	300	211	1070
367828	319	222	1029
367841	338	222	1008
367854	362	243	1007
367867	370	247	966
367880	376	261	930
367893	383	255	920
367907	400	265	866
367919	394	280	782
367932	395	287	752
367946	398	303	722
367958	407	305	720
367971	410	317	717
367984	415	322	721
367998	416	325	725
368011	415	330	748
368023	424	330	745
368036	417	342	722
368050	394	344	704
368062	375	345	683
368076	420	377	646
368089	455	388	628
368102	422	375	624
368115	380	396	514
368128	356	414	455
368141	305	387	368
368154	255	335	280
368167	222	317	217
368180	124	303	58
368193	59	298	-84
368206	37	288	-122
368219	-27	255	-196
368232	-45	240	-228
368245	-39	221	-276
368258	-6	219	-277
368271	16	213	-241
368284	42	200	-102
368297	58	184	114
368311	67	182	203
368324	73	175	370
368336	81	154	462
368349	141	125	604
368362	240	105	662
368375	258	91	684
368389	244	60	705
368402	242	26	779
368415	239	5	817
368428	262	11	950
368440	260	-6	1031
368454	305	-34	1121
368467	317	-37	1081
368480	309	-24	1043
368493	276	-53	1047
368506	188	-126	1099
368519	169	-134	1088
368533	152	-148	1076
368545	125	-175	1107
368559	116	-204	1158
368572	102	-236	1267
368584	113	-253	1350
368597	100	-296	1458
368611	133	-320	1566
368624	164	-325	1599
368637	219	-286	1748
368650	231	-293	1832
368663	228	-332	1834
368677	199	-404	1696
368689	205	-410	1637
368702	245	-430	1635
368715	319	-446	1733
368729	373	-434	1775
368743	463	-414	1828
368756	522	-405	1797
368769	538	-403	1751
368782	559	-404	1603
368795	546	-412	1457
368808	551	-409	1391
368822	548	-417	1285
368835	543	-427	1198
368848	562	-411	1187
368861	613	-354	1128
368874	616	-337	1107
368887	599	-330	1086
368900	616	-335	1117
368913	638	-330	1135
368926	626	-296	1078
368940	563	-278	963
368953	529	-277	883
368966	474	-260	727
368978	461	-242	659
368991	445	-219	530
369004	447	-181	410
369017	440	-152	365
369031	421	-103	341
369044	417	-62	372
369057	451	-18	376
369070	465	7	412
369083	466	23	406
369096	444	69	417
369109	415	75	412
369122	396	75	398
369135	407	107	351
369148	381	133	319
369161	347	133	307
369175	343	176	260
369187	328	195	277
369201	330	200	294
369214	330	226	321
369226	318	231	330
369239	262	245	319
369253	226	268	275
369266	211	269	250
