843448	-253	-175	935
843462	-252	-174	921
843475	-252	-171	915
843488	-254	-173	917
843501	-255	-171	922
843514	-256	-171	924
843527	-258	-169	939
843540	-253	-168	947
843553	-250	-169	948
843566	-257	-170	945
843579	-272	-171	956
843593	-270	-176	962
843606	-285	-186	981
843618	-315	-193	1020
843632	-389	-218	1116
843645	-510	-217	1247
843657	-559	-217	1351
843671	-690	-215	1577
843684	-728	-190	1829
843697	-723	-161	1917
843712	-501	-56	2190
843725	-403	6	2460
843738	-460	-36	2582
843751	-558	-8	2557
843764	-810	-67	2247
843777	-865	-94	2037
843791	-777	-138	1585
843803	-524	-71	1227
843816	-405	-53	1123
843830	-156	-10	1033
843842	-43	1	1017
843855	284	56	996
843869	400	44	1015
843882	408	60	955
843895	346	101	778
843908	256	87	604
843921	269	86	533
843935	291	157	347
843947	318	164	285
843960	330	185	140
843973	347	186	63
843986	357	192	29
844000	316	199	-28
844013	215	151	-82
844026	178	126	-98
844039	103	94	-133
844052	68	88	-150
844065	32	46	-212
844078	-17	22	-326
844091	-37	5	-389
844104	-39	-20	-484
844117	-42	-40	-513
844130	-89	-56	-522
844144	-220	-121	-507
844156	-255	-131	-479
844169	-266	-142	-384
844183	-264	-118	-311
844195	-276	-111	-269
844208	-327	-159	-130
844222	-361	-221	70
844235	-392	-249	205
844248	-411	-243	515
844261	-332	-199	783
844274	-298	-179	828
844287	-188	-179	829
844300	-79	-180	817
844313	24	-185	805
844326	-7	-193	794
844339	-72	-210	836
844353	-207	-217	995
844366	-380	-221	1174
844379	-484	-240	1264
844392	-658	-228	1481
844405	-733	-206	1602
844418	-934	-287	1963
844431	-949	-285	2351
844444	-947	-275	2506
844457	-930	-183	2682
844470	-848	-132	2913
844484	-777	-119	3067
844497	-647	-132	3256
844510	-522	-180	3171
844523	-483	-214	3059
844536	-395	-285	2816
844548	-331	-289	2671
844562	-84	-268	2485
844575	-24	-266	2341
844588	-64	-277	2264
844601	-206	-311	2007
844614	-303	-345	1688
844628	-319	-354	1519
844641	-301	-358	1213
844653	-289	-357	1080
844666	-240	-329	826
844680	-132	-281	593
844693	-114	-265	534
844706	-96	-236	387
844720	-97	-201	182
844733	-100	-190	59
844746	-84	-169	-183
844759	-86	-133	-395
844773	-106	-119	-455
844786	-205	-67	-462
844799	-310	-79	-287
844812	-342	-70	-203
844825	-264	-55	-118
844838	-125	-38	-127
844851	86	9	-160
844864	48	45	-212
844877	-43	42	-258
844890	-218	39	-341
844902	-279	40	-373
844916	-327	46	-414
844929	-306	57	-406
844942	-294	48	-367
844955	-240	29	-249
844968	-161	-4	-150
844981	-138	-37	-88
844994	-155	-100	73
845007	-212	-126	270
845020	-241	-129	407
845033	-361	-179	839
845046	-410	-210	1085
845059	-456	-243	1511
845072	-570	-199	1845
845086	-764	-146	2361
845099	-799	-105	2837
845112	-613	-40	3056
845125	-472	-16	3084
845138	-244	17	3080
845150	-149	40	3105
845164	-7	59	3190
845177	165	90	3129
845190	177	14	3146
845203	270	25	2935
845216	247	-60	2714
845230	173	-94	2568
845243	31	-158	2207
845255	-1	-168	2034
845268	-17	-187	1733
845282	-40	-190	1473
845295	-53	-193	1365
845308	-76	-190	1171
845321	-72	-177	1051
845334	-62	-167	997
845348	35	-139	906
845361	96	-114	762
845374	114	-110	681
845387	106	-135	491
845399	100	-148	381
845413	61	-148	168
845426	30	-125	-34
845439	22	-107	-118
845452	-26	-70	-230
845465	-105	-45	-323
845479	-127	-25	-360
845492	-176	10	-464
845504	-175	27	-488
845517	-127	23	-501
845531	-81	50	-530
845544	-81	53	-519
845557	-105	73	-468
845570	-213	71	-358
845583	-286	70	-340
845596	-371	52	-299
845609	-367	17	-261
845622	-313	19	-236
845635	-237	32	-83
845648	-241	28	49
845661	-257	53	295
845674	-275	83	471
845688	-276	79	526
845701	-284	44	638
845713	-255	18	727
845727	-126	111	934
845741	-45	272	1162
845754	21	348	1329
845768	60	333	1368
845781	-43	356	1406
845793	-73	308	1397
845806	-216	287	1359
845820	-351	289	1406
845833	-423	312	1454
845846	-464	350	1672
845859	-434	379	1852
845872	-424	432	1924
845885	-741	376	1775
845898	-902	493	1616
845912	-740	448	1425
845925	-422	387	1472
845937	-313	330	1570
845950	-107	253	1774
845964	79	199	1904
845977	118	155	1927
845990	88	115	1783
846003	-12	88	1511
846016	-26	78	1366
846030	-22	69	1123
846042	-24	68	1035
846055	5	50	937
846068	10	28	872
846081	4	30	836
846094	-105	24	781
846108	-186	1	726
846121	-201	-2	691
846134	-196	16	623
846147	-185	19	618
846160	-187	46	672
846173	-179	74	826
