384295,123,219,285
384308,121,249,431
384321,129,239,624
384334,117,254,643
384347,138,269,591
384360,244,339,528
384373,293,392,438
384387,270,394,422
384400,183,373,444
384413,151,340,470
384426,156,346,510
384440,159,356,610
384452,176,359,672
384465,280,413,758
384478,392,469,716
384491,426,489,680
384505,434,506,642
384518,423,508,677
384531,427,510,706
384544,455,513,773
384558,474,536,806
384571,489,545,798
384584,512,558,744
384596,510,560,721
384610,493,547,752
384623,493,537,770
384636,492,531,754
384649,476,530,696
384662,430,501,671
384675,383,481,661
384689,260,432,639
384702,80,340,656
384715,-26,307,681
384728,-389,232,734
384741,-497,197,741
384754,-639,136,707
384767,-643,84,707
384780,-600,100,743
384795,-536,85,811
384808,-406,93,884
384820,-310,82,897
384834,-55,99,862
384847,171,125,785
384860,236,140,743
384873,264,136,692
384887,505,159,635
384900,701,220,609
384913,1058,299,606
384925,1179,342,600
384939,1259,339,584
384952,1336,312,499
384965,1414,309,473
384978,1481,335,453
384991,1460,353,389
385004,1400,340,373
385018,1304,284,349
385031,1351,285,290
385044,1391,313,261
385057,1451,330,241
385070,1431,339,218
385083,1298,325,104
385096,1121,228,68
385109,1050,197,83
385122,954,133,250
385136,910,83,401
385149,936,97,436
385162,1009,121,541
385175,1051,103,576
385188,1020,102,595
385202,804,69,707
385214,604,-6,832
385227,48,-212,1127
385241,-396,-350,1457
385253,-558,-424,1548
385267,-564,-351,1654
385280,-364,-280,1761
385293,-251,-214,1783
385306,-138,-148,1752
385320,-130,-79,1753
385333,-106,-65,1733
385346,2,-10,1554
385359,92,14,1455
385372,243,91,1408
385385,333,139,1406
385398,386,166,1356
385411,473,216,1311
385424,483,194,1434
385438,495,171,1504
385451,551,158,1502
385464,643,191,1435
385477,680,214,1382
385491,735,252,1276
385503,769,282,1217
385516,805,327,1150
385529,752,296,1100
385542,650,244,981
385556,608,241,843
385569,656,268,748
385582,674,281,689
385595,618,258,562
385609,524,231,453
385622,492,213,392
385635,460,194,284
385647,422,189,234
385661,380,200,200
385674,286,162,189
385687,204,165,102
385700,125,142,69
385713,113,163,-25
385726,144,188,-65
385740,248,235,-115
385753,238,268,-257
385766,219,256,-250
385779,23,228,-285
385792,-79,182,-234
385805,-236,92,-110
385819,-281,84,-66
385832,-253,83,-12
385845,-123,111,68
385858,-52,197,100
385871,-65,176,143
385884,-46,106,225
385898,135,95,293
385911,214,87,307
385924,263,41,389
385937,92,-24,353
385951,-152,-107,208
385964,-268,-251,231
385976,-153,-326,339
385990,338,-337,598
386003,922,-197,913
386016,1126,-152,1079
386029,1393,-53,1642
386042,1711,-7,2100
386055,1822,-17,2195
386069,2041,99,2378
386082,1901,159,2419
386095,1737,128,2314
386108,1268,78,1925
386121,1060,51,1730
386134,763,23,1463
386147,513,-33,1171
386160,420,-44,1035
386173,324,-24,903
386187,339,-45,869
386200,410,-28,862
386213,541,12,748
386226,579,11,637
386239,566,0,608
386253,469,7,619
386265,410,-13,666
386278,335,-44,675
386292,307,-52,673
386304,317,-46,724
386318,376,-23,763
386331,462,-18,697
386344,488,-19,682
386357,488,-30,769
386371,460,-35,730
386384,475,-31,720
386397,539,-30,788
386409,575,-18,836
386422,585,-29,888
386436,555,-47,803
386449,533,-22,711
386462,469,-36,699
386475,410,-59,835
386488,399,-51,900
